,id,Time,Tweet
65,21676274,2023-01-30 16:00:22+00:00,b'Girl inspired by asthmatic mother to create air filter backpack wins competition #asthma  https://t.co/xXsnn4XPPT'
66,2856949827,2023-01-30 16:00:13+00:00,b'RT @corawentwhere: Shocking research by my coworker &amp; friend Talor Gruenwald when he was at @RockyMtnInst @RMIBuildings. 13% of childhood a\xe2\x80\xa6'
67,3231148821,2023-01-30 16:00:07+00:00,"b'RT @6News: A study, published in December 2022, found that 12.7% of childhood asthma could be attributed to household gas stove usage. http\xe2\x80\xa6'"
68,1.12692E+18,2023-01-30 16:00:06+00:00,b'cleaning the basement w my mom and having the worst time of my life bc i think the dust and mold are causing me to have an asthma attack'
70,15947623,2023-01-30 15:59:12+00:00,"b""It's clear that our infrastructure needs to be upgraded to dramatically reduce the spread since we apparently can't\xe2\x80\xa6 https://t.co/iSUhUGIvWb"""
71,3002686312,2023-01-30 15:58:48+00:00,b'\xe2\x80\x9cYou would be a terrible hostage. Your asthma is too damn bad. No amount of heavy rock music could drown out your coughing\xe2\x80\x9d'
72,1.36973E+18,2023-01-30 15:58:07+00:00,b'lowkey starting to realize. I couldn\xe2\x80\x99t do asthma'
75,30778130,2023-01-30 15:56:40+00:00,b'@ericareport Same for me also age 65\nHave type II diabetes and asthma'
76,1.31433E+18,2023-01-30 15:56:37+00:00,b'@strawbunnycakes I developed a cat allergy (I have 3 cats) and asthma after covid \xf0\x9f\x98\x9e I had no allergies beforehand a\xe2\x80\xa6 https://t.co/GikFgo5sR6'
77,94236920,2023-01-30 15:56:11+00:00,"b'They\xe2\x80\x99re at the limit of what they can do, which is why one of my referrals to the severe asthma clinic as they have\xe2\x80\xa6 https://t.co/N0K237X8tY'"
78,1.12573E+18,2023-01-30 15:54:21+00:00,"b""This article is for you if you're looking for information on how and when to take steroid tablets for asthma. Under\xe2\x80\xa6 https://t.co/B12s1Q7u4t"""
79,2151387333,2023-01-30 15:53:35+00:00,b'Date for the diary. Join us in 2weeks at @RambertDance building in Waterloo on Weds 15 Feb from 17:00 to remember E\xe2\x80\xa6 https://t.co/AbNPWJXPeJ'
83,1.35962E+18,2023-01-30 15:50:34+00:00,"b""@elite_leader01 The ability to breathe.  As a person who has asthma, I don't take breathing for granted."""
84,1.25825E+18,2023-01-30 15:50:17+00:00,b'having asthma https://t.co/9559mLG1k8'
85,7.59179E+17,2023-01-30 15:49:27+00:00,"b""@GovRonDeSantis It's bought online deal with that! Spray paint locked up in the stores because of sniffing certain\xe2\x80\xa6 https://t.co/vBLeAmaeHn"""
86,2806726358,2023-01-30 15:49:25+00:00,b'@champagnemamti Not your Macbook over there having an asthma attack.'
87,1.25519E+18,2023-01-30 15:48:27+00:00,"b""Could change the patent rules \xf0\x9f\x98\x89. My son's old asthma medication was discovered in the 70s. It's 300 a month without\xe2\x80\xa6 https://t.co/fg9EdDl8uf"""
88,1.14151E+18,2023-01-30 15:48:12+00:00,"b'@1hatchco @CDeplorable I run when I can, but I\xe2\x80\x99m in Minneapolis and the weather is is cold. I also walk fast, but t\xe2\x80\xa6 https://t.co/jF6HtBSLVI'"
89,1.32339E+18,2023-01-30 15:47:38+00:00,b'@Amoreee35 Ook \xf0\x9f\x98\x82\xf0\x9f\x98\x82 I went in one day and found out about the accommodations and told my doctor that I had asthma and\xe2\x80\xa6 https://t.co/Q0oIeh9aXl'
90,1235000078,2023-01-30 15:47:37+00:00,"b'RT @ReinventBusines: Therma Bright Invests in the Development of Novel Treatments for COVID-19, Asthma, and Chronic Obstructive Pulmonary D\xe2\x80\xa6'"
91,1.30088E+18,2023-01-30 15:46:40+00:00,b'@blueblooded_AP @moahnass Here\xe2\x80\x99s the difference. Biden\xe2\x80\x99s asthma since childhood is real. Trump discovered his bone\xe2\x80\xa6 https://t.co/5cPqwwKTU0'
92,1.55773E+18,2023-01-30 15:46:00+00:00,b'I thought I was a god in bed until I found out the wife has asthma! \xf0\x9f\x99\x84'
94,1.61807E+18,2023-01-30 15:44:50+00:00,"b'#Biofeedback Treatments, Helps with Asthma, Bronchitis, Colitis,  Concentration, Constipation, Nervous, Dizziness,\xe2\x80\xa6 https://t.co/p1uRYgcgoC'"
96,4608843372,2023-01-30 15:42:22+00:00,"b""Hello old friend, I never thought I'll use you again after 23 years each time I had my asthma attacks. But here I a\xe2\x80\xa6 https://t.co/qxqS97RQnz"""
98,1.57146E+18,2023-01-30 15:41:17+00:00,"b'This is probably not heard on their end but sometimes they like to hint or threaten me with *their"" apparent medica\xe2\x80\xa6 https://t.co/eB4aW8ZFML'"
101,1.59187E+18,2023-01-30 15:40:08+00:00,"b'In our present anarchy, $7 a dozen eggs are affordable. Unaffordable gas prices become merely necessary \xe2\x80\x9ctransition\xe2\x80\xa6 https://t.co/NWvmcnD3Q5'"
102,8.43772E+17,2023-01-30 15:39:33+00:00,b'Risk factors for herpes zoster: should people with asthma or COPD be vaccinated? https://t.co/lbMo9LmoOV'
103,1.59305E+18,2023-01-30 15:39:13+00:00,b'I\xe2\x80\x99m having a asthma'
104,1.19223E+18,2023-01-30 15:38:30+00:00,b'RT @SHUUUUYAAAAA: HAHAHAAHAHAHAHAH lord  they way i wheezed my students thought i had asthma\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80'
108,4518113363,2023-01-30 15:36:05+00:00,"b'Damn, first big asthma attack in a while'"
111,1301275200,2023-01-30 15:35:24+00:00,"b""In this new South Carolina Public Radio podcast, Health Focus's Bobbi Connor talks with Dr. John Cox about managing\xe2\x80\xa6 https://t.co/sFyQymB0bz"""
114,33515703,2023-01-30 15:33:04+00:00,"b'""...visiting nature three to four times a week was associated with 36% lower odds of using blood pressure pills, 33\xe2\x80\xa6 https://t.co/VA5VDwZov5'"
115,1.46793E+18,2023-01-30 15:33:01+00:00,b'@SimplySonya74 Yep. Idk. One son has serious asthma allergy and so they patch tested him. He\xe2\x80\x99s allergic to all gras\xe2\x80\xa6 https://t.co/Z7krLCHXFK'
116,1.29801E+18,2023-01-30 15:31:41+00:00,b'@Horangbae93 Same I was already in the hospital 3 times with my asthma I literally hate this for us lol'
118,1.14101E+18,2023-01-30 15:30:45+00:00,"b'@JoJoFromJerz Other than cable guy anything with Jim Carrey. Also East is East, I laughed so much I had an asthma attack \xf0\x9f\x98\x83'"
119,1.58157E+18,2023-01-30 15:30:43+00:00,"b'Cockroaches aren\xe2\x80\x99t well known for their practice of good personal hygiene. While they may seem harmless, cockroache\xe2\x80\xa6 https://t.co/XIteidOxvm'"
120,1.59529E+18,2023-01-30 15:29:27+00:00,"b'\xe3\x85\xa4\nhazel hues narrowing just slightly ,\nshe stares in complete and utter\nsilence once again .\n\n\xe2\x80\x9c are you alright ? d\xe2\x80\xa6 https://t.co/DBOGN3Vkwt'"
121,143940948,2023-01-30 15:29:08+00:00,b'@DEC0L0NIZE I have COVID induced breathing problems (including asthma) that require constant management and moving\xe2\x80\xa6 https://t.co/HNFzvke7QV'
122,2761951999,2023-01-30 15:29:06+00:00,b'RT @NAPLEXTestStudy: \xf0\x9f\x96\x8a\xef\xb8\x8fAcute Severe Asthma\n\n\xe2\x97\xbe\xef\xb8\x8f oxygen (40-60%) is given together with nebulized or IV beta-2 agonists (eg. albuterol)\n\n\xe2\x96\xaa\xef\xb8\x8f t\xe2\x80\xa6'
123,2327971734,2023-01-30 15:28:15+00:00,"b""@thackerpd @HirokoTabuchi You might be interested in this non-industry scientist's view of the influential RMI stud\xe2\x80\xa6 https://t.co/Ez5wt9rgwm"""
124,1.2577E+18,2023-01-30 15:27:42+00:00,b'@Lytswtf Your gonna have it from Covid for awhile also do you have any type of asthma'
125,461689834,2023-01-30 15:27:28+00:00,"b""Unless I had no symptoms at all &amp; didn't realize I had it, no Covid yet. I am totally vaccinated, boosted, &amp; no sid\xe2\x80\xa6 https://t.co/XZUdSlciYQ"""
126,22079085,2023-01-30 15:27:16+00:00,"b'Asthma is a chronic condition that causes coughing, wheezing, chest tightness, and shortness of breath. While there\xe2\x80\xa6 https://t.co/1z7m5qSb78'"
127,9.35634E+17,2023-01-30 15:26:38+00:00,b'@HSELive Asthma should be on the list'
129,1.31125E+18,2023-01-30 15:23:11+00:00,"b""@SirKunt I'll buy an nebulizer because my mother and my sibling has an asthma and I want them to buy that but unfor\xe2\x80\xa6 https://t.co/WubWYVWedz"""
130,1.15283E+18,2023-01-30 15:22:23+00:00,"b""@SEAsia17's account has been withheld in India in response to a legal demand. Learn more."""
131,8.87559E+17,2023-01-30 15:21:55+00:00,b'oh my goodness lord i have asthma https://t.co/ak9wzCWw2P'
132,506609771,2023-01-30 15:21:09+00:00,b'literally having the worst asthma attack/allergic reaction to synthetic fragrance in months... at the fkn clinic be\xe2\x80\xa6 https://t.co/UP2Qeny8v7'
133,25755118,2023-01-30 15:20:06+00:00,"b""Humidity also pisses off my asthma, so I'm sticky, hot but also cold if I kick the blanket off, tired and I can't breathe"""
134,22079085,2023-01-30 15:19:47+00:00,b'Happening Today: @NIEHS is supporting a webinar hosted by @NYULangone on the development of a near real-time model\xe2\x80\xa6 https://t.co/13Jee8fPRM'
135,14550673,2023-01-30 15:17:52+00:00,b'RT @CapitalBNews: Gas stoves are still in one-third of U.S. homes. Advocates say this leads to health disparities in the Black community.\xe2\x80\xa6'
136,1.32352E+18,2023-01-30 15:17:24+00:00,"b'you see it, do it!\npronouns  : she/her\nheight        : 155 cm\nshoe size   : 42 (?)\nzodiac sign: pisces\nsmoke\xe2\x80\xa6 https://t.co/xmQzuOaS2A'"
138,1.31681E+18,2023-01-30 15:15:12+00:00,b'Gas stoves are still in one-third of U.S. homes. Advocates say this leads to health disparities in the Black commun\xe2\x80\xa6 https://t.co/9XSFstz7xT'
139,24528994,2023-01-30 15:14:25+00:00,b'@thehill Old folks never.had asthma.. They grew up with gas stoves that had pilot Stoves..\n\nDoes Biden have asthma\xe2\x80\xa6 https://t.co/Amp5GzkWB4'
141,50426569,2023-01-30 15:14:18+00:00,"b'@Peatches66 @pe_blanch You should absolutely be able to get it, with your history of asthma. Take care Jen \xe2\x9d\xa4\xef\xb8\x8f'"
144,3251817825,2023-01-30 15:12:08+00:00,"b'RT @KeyWorkerPetUK: I now have brittle asthma, myocardial fibrosis, chronic pain from fibromyalgia and wide spread osteoarthritis, chronic\xe2\x80\xa6'"
146,7587032,2023-01-30 15:11:43+00:00,"b""Eleanor Woods was not content with a bag that would just hold her schoolwork - she's designed one that aims to prot\xe2\x80\xa6 https://t.co/aSc3W0iuZL"""
148,9.33882E+17,2023-01-30 15:10:36+00:00,b'RT @ElixirisInc: Is there a benefit to having asthma?  We can think of one! Follow us here to find out! #asthma\xe2\x80\xa6 https://t.co/WiVbwoYCxK'
150,8.91387E+17,2023-01-30 15:08:47+00:00,b'Kids with bad asthma in this weather. A STRUGGLE! \xf0\x9f\xa5\xba'
151,216050573,2023-01-30 15:08:31+00:00,b'Nurse Michelle ran an Emergency First Aid workshop for our Middle &amp; Upper School students yesterday. Some learning\xe2\x80\xa6 https://t.co/mlMRexaydP'
152,25828123,2023-01-30 15:08:30+00:00,"b'RT @AddisonKStark: @PurushAgni @nytimes 100%, we\'ll end up in a place where people will assume ""Oh, so if I move to induction then everythi\xe2\x80\xa6'"
154,23030421,2023-01-30 15:08:03+00:00,"b'@wonder_cripple (PS: both an ENT and a Pulmonologist confirmed that no, I did not have a \xe2\x80\x9cvocal chord disorder\xe2\x80\x9d, I\xe2\x80\xa6 https://t.co/2cKynwdj3U'"
155,8.8846E+17,2023-01-30 15:07:47+00:00,b'A 48-year-old woman with severe asthma is admitted to the hospital with palpitations.\n- What does her ECG show ?\n\n\xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/5smaNL8cha'
156,8.15228E+17,2023-01-30 15:07:19+00:00,b'@casawolf Me too. I just double masked on an airplane for hours. My asthma has been terrible lately and I was fine on the plane.'
157,38784060,2023-01-30 15:07:17+00:00,b'@erbrooker @helenessex2 It\xe2\x80\x99s the same when I asked my sister to not use fragrance around me because I could into an\xe2\x80\xa6 https://t.co/ghKEBKHbSc'
158,23030421,2023-01-30 15:06:27+00:00,"b'@wonder_cripple After an asthma attack that nearly killed me at 16, I was hospitalized for three days, treated as t\xe2\x80\xa6 https://t.co/Pds1bVQYao'"
159,766023302,2023-01-30 15:06:00+00:00,"b""had my first asthma review in ages and they don't do a peak flow anymore it's just sort of vibes"""
160,161736935,2023-01-30 15:04:12+00:00,b'Got a new job in the health care industry and the onboarding process has been such a long one lol had to do a basel\xe2\x80\xa6 https://t.co/JltH7dZ8yl'
161,1.00114E+18,2023-01-30 15:03:52+00:00,b'@laurenboebert You think kids should suffer from asthma? You are truly depraved. \n\nhttps://t.co/O8AKBzH0Fg'
162,234479129,2023-01-30 15:02:34+00:00,b'#CLSAFindings\xf0\x9f\x92\xa1: Incident and recurrent depression among older adults with asthma during the COVID-19 pandemic: Find\xe2\x80\xa6 https://t.co/1HB7Zdv1o4'
163,231953370,2023-01-30 15:02:09+00:00,"b'I told him: when my sinus or UR infections get bad, they trigger my asthma and bronchitis so I need a steroid and a\xe2\x80\xa6 https://t.co/PDClTkhdR5'"
164,1.15166E+18,2023-01-30 15:02:03+00:00,"b""@KSchnickelfritz I've always had bad breathing due to asthma, I tend to shallow breathe &amp; hold my breath intermitte\xe2\x80\xa6 https://t.co/0MYuPcPUbx"""
165,136212094,2023-01-30 15:01:17+00:00,"b""RT @Jassi_Meghna: Client Transformation!! \xf0\x9f\x9a\xa8\n\nClient's Name - Megha \nInitial Weight - 64 Kgs\nCurrent Weight - 59 Kgs \nMedical Conditions - L\xe2\x80\xa6"""
166,1.5862E+18,2023-01-30 15:01:08+00:00,"b'So in the first month of 2023, the government and media have tried to tell me that \xe2\x80\x9cBackyard chickens transmit dise\xe2\x80\xa6 https://t.co/FVgIiYDR0Q'"
167,289697322,2023-01-30 15:01:06+00:00,"b'The Texas Commission on Environmental Quality, virtually a wholly owned subsidiary of the the fossil fuel indutry,\xe2\x80\xa6 https://t.co/tFj9uGuUwZ'"
168,46438021,2023-01-30 15:01:02+00:00,"b'Baby! The worst part about having asthma is when you get a cold, them coughs turn to BARKS!'"
169,1.6164E+18,2023-01-30 15:00:44+00:00,b'@Lloydlucianvert I must be knowing this asthma guy'
170,794752951,2023-01-30 15:00:31+00:00,b'I am raging @GlasgowCC has cut down yet another mature tree on my street. No replacement is ever put in. Pollution\xe2\x80\xa6 https://t.co/CaS34AYWg6'
174,1.21585E+18,2023-01-30 14:59:27+00:00,"b""@bihbongha Absolutely. COVID hasn't went away, it's cold and flu season and people act like they are at home when t\xe2\x80\xa6 https://t.co/9bdbEj01Gh"""
175,1.58619E+18,2023-01-30 14:58:56+00:00,b'@27rcrfan @ion_chaser @ScottAdamsSays Sorry to hear that. I do not know anyone who was healthy prior who got long c\xe2\x80\xa6 https://t.co/b9cTbBC3RH'
176,1.57683E+18,2023-01-30 14:58:02+00:00,b'@ragedontmiss I be saying the most god tier shit to a ugly bitch but have a asthma attack n forget I got a brain when I see a bad bitch'
177,14937329,2023-01-30 14:57:14+00:00,b'\xe2\x80\x98Asthma Alley\xe2\x80\x99 in Queens is moving toward a renewable energy future: https://t.co/paiIFuv241'
179,8.81467E+17,2023-01-30 14:54:25+00:00,b'@SadiqKhan How many people living around the Silvertown Tunnel are you condemning to a life with asthma and other respiratory illnesses?'
180,1.31904E+18,2023-01-30 14:53:06+00:00,b'Holy shit I hate having asthma'
181,1.09493E+18,2023-01-30 14:52:36+00:00,b'@Manlike_blow @NwaBabyOne Maybe the guy get asthma'
185,1.50045E+18,2023-01-30 14:52:05+00:00,"b'@bettypankowski @jordanbpeterson Unfounded. Do some research Betty....If nothing else,  look up the lawsuits and co\xe2\x80\xa6 https://t.co/kllwa7daOO'"
186,20373981,2023-01-30 14:51:54+00:00,b'@visitcamberwell @LittleNinjaUK @hold_bag @personasasa @NormanC28839418 @ediz1975 @MicheleRagusa6 @KingsHeathLTN\xe2\x80\xa6 https://t.co/zPeq8GF5AA'
188,2734631041,2023-01-30 14:50:37+00:00,"b'RT @TheStuCummins: I\xe2\x80\x99ve spent the past 3 nights in @TheAlexBrighton with my 5yo daughter, who needed oxygen for a chest infection and flare\xe2\x80\xa6'"
190,165621699,2023-01-30 14:48:36+00:00,b'I don\xe2\x80\x99t chase bitches or apply pressure I got asthma \xf0\x9f\x98\x82 dog Ass  bitch gtfoh'
192,8.41807E+17,2023-01-30 14:48:06+00:00,"b'@LeoMcKayJr @Tim_Bousquet Person with ""persistent symptoms"" here, 8 months post-Covid. I have a recurring cough tha\xe2\x80\xa6 https://t.co/Tc3UzJQVKU'"
193,1.05597E+18,2023-01-30 14:47:17+00:00,"b'In 2011, 235 - 300 million people globally were diagnosed with #asthma, and it caused 250,000 deaths.'"
194,7.9697E+17,2023-01-30 14:47:00+00:00,"b""Looking forward to today\xe2\x80\x99s webinar talk \xe2\x80\x9cNear Real-time Modeling of Children's Daily Asthma Emergency Department Vi\xe2\x80\xa6 https://t.co/k4chsPJ17L"""
195,1.14313E+18,2023-01-30 14:46:55+00:00,b'@AnyKeyFitness @Boenau I could talk about how the NL were just as car centric in the 70s but made active policy cho\xe2\x80\xa6 https://t.co/vxVgVOzvZR'
196,1.55666E+18,2023-01-30 14:46:24+00:00,b'@thevivafrei 72 doses by age 18. That is INSANITY and simply not good enough for my children. Vaccines are unsafe a\xe2\x80\xa6 https://t.co/7z6v05I7fL'
197,2422072088,2023-01-30 14:45:50+00:00,b'New asthma clinical trial: NHFT Effects on Symptatheic Drive of Asthma Patients https://t.co/8azwZ2PdmK'
198,2497358485,2023-01-30 14:41:14+00:00,"b""@Peatches66 @Beachbaby5473 I didn't realize you had asthma and recent lung infection. Sorry if I minimized the COVI\xe2\x80\xa6 https://t.co/Q2mnxSnnbX"""
199,1.0176E+18,2023-01-30 14:41:07+00:00,"b'@PurushAgni @nytimes 100%, we\'ll end up in a place where people will assume ""Oh, so if I move to induction then eve\xe2\x80\xa6 https://t.co/ooWBoC2y9M'"
200,19509514,2023-01-30 14:40:05+00:00,b'@Dissentra @davesumnersmith Yes. I had had a throat infection so I think my allergy tolerance was probably lower th\xe2\x80\xa6 https://t.co/sZLpkBDtlR'
201,1.55666E+18,2023-01-30 14:38:45+00:00,b'@thevivafrei 72 doses by age 18. That is INSANITY and simply not good enough for my children. Vaccines are unsafe a\xe2\x80\xa6 https://t.co/InWNGw8DgG'
202,7.2061E+17,2023-01-30 14:38:33+00:00,b'RT @IngridNHSLeeds: Open Access via @BJGPOpen \nExperiences and behaviours of patients with asthma requesting prescriptions from primary car\xe2\x80\xa6'
204,112677961,2023-01-30 14:37:15+00:00,"b""when i say that my asthma is bad today &amp; I'm having trouble breathing, instead of being concerned or worried the on\xe2\x80\xa6 https://t.co/C1LmW74P9c"""
