,id,Time,Tweet,tags
16,1610888253904748544,2023-02-14 16:24:19+00:00,b'descobri que to com anemia ainda pqp ',anemia
17,1411823007773909007,2023-02-14 16:23:52+00:00,"b""@444cafe it's common for ppl with anemia actually""",anemia
18,624144342,2023-02-14 16:22:43+00:00,"b'me andan dando mareos y cansancio extremo, voy a ir a que me revise un medico, espero no sea anemia o peor diabetes... https://t.co/xkpdeuvybl'",anemia
19,67300227,2023-02-14 16:20:55+00:00,"b'rt @4_husky: valentina @ct4adream ""not having health insurance affects my mental and physical health. i have anemia, which causes headaches...'",anemia
20,1736796530,2023-02-14 16:19:54+00:00,b'rt @jjosh_snodgrass: nayantara is amazing! she is also working in my lab on a who project and has submitted an abstract on anemia in tunisi...',anemia
21,381723196,2023-02-14 16:18:54+00:00,"b""rt @metrolinatrauma: multiple trauma articles/editorials in this month's edition of @gensurgnews such as atls redesign, stop the bleed, ane...""",NIL
22,786173435927941120,2023-02-14 16:18:04+00:00,"b""di japon ko kamove on sakong answer na pickle cell anemia na dapat sickle pls lang :'&gt;&gt;""",anemia
23,1162684283271598082,2023-02-14 16:14:57+00:00,"b'rt @rohitka73328271: our abstract""successful outcomes of upfront haploidentical transplant using 4gy tbi and post transplant cyclophosphami...'",NIL
24,1104027551457005569,2023-02-14 16:14:31+00:00,b'rt @julidejdarmuoz: la meva generacio va fer de  frontissa amb les que havien resistit el franquisme i va donar fruits durant 25 anys (1960...',NIL
25,960860561423597568,2023-02-14 16:14:29+00:00,"b'falei ""todo capenga anemico"" e minha namorada anemica: as pessoas deveriam pagar de usar anemico como xingamento a... https://t.co/zztsw3jthk'",NIL
26,1598526907309379584,2023-02-14 16:12:30+00:00,b'paling murah sii donor darah\ntp aku aja darah rendah+anemia https://t.co/zryoj3nptf',anemia
27,1435228093455732736,2023-02-14 16:12:22+00:00,"b'our abstract""successful outcomes of upfront haploidentical transplant using 4gy tbi and post transplant cyclophosph... https://t.co/xz4qv7cruj'",NIL
28,99643788,2023-02-14 16:12:21+00:00,"b'@norenzohere me ha pasado, cuidado con la enfermedades autoinmunes o que uno mismo se la causa por ansiedad  yo... https://t.co/xyzaxczmv0'",NIL
29,1213884201532981248,2023-02-14 16:10:54+00:00,b'..................',NIL
30,1213884201532981248,2023-02-14 16:10:49+00:00,b'rt @koumi_h: #\n#\n\n\n\n(= `)\n..._| | htt...',NIL
31,1542267569373052928,2023-02-14 16:10:48+00:00,b'@nsdjisoo por isso tem anemia',anemia
32,1049560369,2023-02-14 16:09:32+00:00,"b""rt @shiva_ukraine: @chrisc50878795 i know, right?? and turns out that it's even more deadly than chocolate:  it destroys red blood cells an...""",NIL
33,1049560369,2023-02-14 16:09:11+00:00,"b'rt @shiva_ukraine: ""they contain a toxic compound, n-propyl disulfide, that damages red blood cells, which leads to their breakdown and des...'",NIL
34,203213759,2023-02-14 16:07:52+00:00,"b'ancient china experienced population declines due to war and famine, but recovered quickly as fertility rate stabil... https://t.co/lhno9m1umc'",NIL
35,1623845782691381248,2023-02-14 16:06:07+00:00,b'just got told i have anemia and vitamin d deficiency from a blood test before i relapsed...oop this is gonna get interesting real quick',anemia
36,188106899,2023-02-14 16:04:39+00:00,"b""@sebastian_hols that's right. martin luther king didn't spend any time arguing whether race discrimination in a sic... https://t.co/crypiadrfh""",NIL
37,705994947405549570,2023-02-14 16:03:04+00:00,"b'@seokjinjuseyyo teh ini mah aku udah pesimis duluan. udh zoom in zoom out poster, make sure semuanya. kayaknya ka y... https://t.co/oarnq7cvar'",NIL
38,1167073180772642817,2023-02-14 16:02:31+00:00,b'@vitorbrito11 ta c anemia',anemia
39,54068514,2023-02-14 16:02:29+00:00,"b'bueno, invitenme a comer hierro porque tengo anemia '",anemia
40,1039214490473119744,2023-02-14 16:02:14+00:00,b'meudeus voltei p dieta \ntudo isso por conta da anemia \ncomo pode uma pessoa so voltar a comer saudavel se tiver risco de morre',anemia
41,620348361,2023-02-14 16:00:01+00:00,b' defen-dog mini  -  prodotto italiano \nhttps://t.co/1s2e9suh8b\nintegratore in polvere per cani di piccola tag... https://t.co/hf47g22edj',NIL
42,1495696008449245184,2023-02-14 15:59:51+00:00,"b'this vals day,@freezonesug provided an opportunity 2donate blood en save lives, particularly 4sickle cell anemia p... https://t.co/yhvbzwqycv'",anemia
43,805218764,2023-02-14 15:58:55+00:00,"b'ultimamente tengo las energias por el suelo, se me baja la presion 24/7 y no me tolero ni a mi misma del cansancio... https://t.co/1ldzotdtb5'",NIL
44,1032102311852691459,2023-02-14 15:56:25+00:00,b'@exbrodie peee banca un toq me crie en el medio del campo y ahora me desmayo por anemia no tiene nada que ver una cosa con la otra',anemia
45,1591174511914876939,2023-02-14 15:56:11+00:00,"b'after graduation, dr. patton went to liberia, africa to treat the indigenous community. she identified anemia and d... https://t.co/sq6jntlo2t'",anemia
46,1525447168928403456,2023-02-14 15:56:04+00:00,b'hahaha pwedeng kainin para sa anemia bawal naman sa diabetes nakakatawa puta nagccontradict anong uunahin ko',anemia
47,1538314198928740357,2023-02-14 15:55:41+00:00,b'tuvieron que llevarla en helicoptero ese dia...\ntodo lo que fue esa situacion pues afecto las enfermedades que ya t... https://t.co/dpolvy1mwe',NIL
48,831602498150465537,2023-02-14 15:55:12+00:00,b'hdfn can lead to severe anemia or jaundice.\n\nlearn more about the rare blood disorder: https://t.co/bsxkqkjfjz https://t.co/upyyf83dtc',anemia
49,3161567978,2023-02-14 15:54:16+00:00,b'@david_r_morgan i was treated for depression and anxiety and given psych meds. it numbed me to the real disease in... https://t.co/omgxgyd7ou',anxiety
50,284746957,2023-02-14 15:54:10+00:00,b'la anemia esta fuerte',anemia
51,1498879797312692225,2023-02-14 15:53:06+00:00,b'voy a ver si este ano puedo robar con lo d q tengo anemia para no hacer ed fisica',anemia
52,1594664123186520064,2023-02-14 15:52:58+00:00,"b'@alexxquackz gracias gracias, si no fuera por ti moriria de anemia'",anemia
53,1264658703199977472,2023-02-14 15:52:49+00:00,b'essa comida exala anemia https://t.co/ht4wekpmks',anemia
54,758289687719055362,2023-02-14 15:51:12+00:00,"b'@yawin123 y cosas peores. tambien me niego a cualquier tipo de haba (salvo frijoles refritos), viscera, casqueria y... https://t.co/wigwtf78wz'",NIL
55,3161567978,2023-02-14 15:50:14+00:00,b'@david_r_morgan depression and anxiety are the number two and three symptoms of functional b12 deficiency. pernicio... https://t.co/mhrfmpnvgv',anxiety
56,1624329123853221888,2023-02-14 15:50:06+00:00,b'@carequalitycomm have contacted you about iron deficiency/anemia. things are detiorating @dhscgovuk \n#womendhealthmatters\n#uptheironlevels',anemia
57,1186652359,2023-02-14 15:49:58+00:00,b'training of health care providers of @kibagabagah on management of #sam &amp; #breastfeeding. it was amazing session wh... https://t.co/q39rgbhf9y',NIL
58,1297442798111793152,2023-02-14 15:49:41+00:00,b'pedrinho anemia queria pegar no balado do wesley https://t.co/4rm6apq3q1',anemia
59,2246836367,2023-02-14 15:48:19+00:00,b'@drgurmy @brownjhm thats iron deficiency anemia!',anemia
60,1495696008449245184,2023-02-14 15:47:35+00:00,b'@freezonesug @ubtsug1 @charmarnews @patricktusiime2 thk u uganda free zone authority 4gving m this opportunity 2don... https://t.co/q7ujzofuzl',NIL
61,254695129,2023-02-14 15:45:43+00:00,b'rt @cancernetwrk: an expert from the university of texas md anderson cancer center says momelotinib may lead to decreased transfusion depen...',NIL
62,3351337611,2023-02-14 15:45:32+00:00,b'quando minha mae souber que eu nao pude doar sangue porque apontou anemia e perigoso ate ela me bater',anemia
63,1524369126550294529,2023-02-14 15:43:27+00:00,b'@_aim_noa @_aim_yuna @_aim_rena @_aim_ui @_aim_mio !!!!',NIL
64,1524369126550294529,2023-02-14 15:42:35+00:00,b'@_aim_rena (?)\n\n!',NIL
65,1513549917591060483,2023-02-14 15:42:12+00:00,"b'sabias que? la naranja es un aliado cardiovascular, contiene vitamina que inhibe la oxidacion del llamado coleste... https://t.co/plkgbsdlnd'",NIL
66,1524369126550294529,2023-02-14 15:41:36+00:00,b'@_aim_mio ( ;  ; )!!!!',NIL
67,1524369126550294529,2023-02-14 15:40:56+00:00,b'@_aim_yuna !!\n!',NIL
68,134364549,2023-02-14 15:37:27+00:00,b'anemia saya kenapa mengganggu sekali. dikir dikit telapak kaki kedinginan',anemia
69,2889220701,2023-02-14 15:36:13+00:00,"b'""they contain a toxic compound, n-propyl disulfide, that damages red blood cells, which leads to their breakdown an... https://t.co/yc0bvlb6zy'",NIL
70,1434515644247064584,2023-02-14 15:34:22+00:00,b'just saw someone calling kai havertz anemia ozil https://t.co/eimwnxdnt6',anemia
71,1380565204283633668,2023-02-14 15:33:32+00:00,b'minha mae: tenho certeza q vc ta com anemia e a unica pessoa pra mudar essa situacao e voce mesma',anemia
72,2889220701,2023-02-14 15:33:26+00:00,"b""@chrisc50878795 i know, right?? and turns out that it's even more deadly than chocolate:  it destroys red blood cells and leads to  anemia""",anemia
73,1524369126550294529,2023-02-14 15:32:50+00:00,b'rt @_aim_rena: - happy valentines day -\n\n? https://t.co/jntqequwji',NIL
74,1616350561367953412,2023-02-14 15:32:47+00:00,b'estoy tan mareada ahora mismo que creo incluso estar viendo las estrellas. periodo + anemia= catastrofe ',anemia
75,4839844677,2023-02-14 15:31:58+00:00,b'infernoooooooo\n\npq vc quer isso? nem eu quero isso.\n\neu quero so paz\n\napenas ficar dboa\n\nsabe q q eu ganhei??? anemia!!!!!!!!!!!!',anemia
76,3231265013,2023-02-14 15:31:37+00:00,"b'rt @asgatassalvajes: tenemos a la pequena azucar en el vete\n\ntiene derrame en los pulmones, anemia y una bilirrubina altisima.\n\nesta ingres...'",anemia
77,1139638800446033921,2023-02-14 15:31:26+00:00,"b'@_jornal_vitimas noticia antiga, mas casos semelhantes. anemia profunda do nada??? aqui onde moro, a tia de amigos... https://t.co/ij4wnkbxll'",anemia
78,1582144630078210048,2023-02-14 15:30:39+00:00,b'@dstntflwr hah? curiga kamu bukan gosok gosok gelas ituu. gosok apa hayooo???? wkwkwk\n\nkamu ada anemia kah?',anemia
79,1597517276529545216,2023-02-14 15:29:21+00:00,"b'rt @cuendetv: 4. anemia:  huge % difference: 14 and 12.4% of women with hemoglobin &lt; 10 mg/dl &gt; 27 weeks pregnancy, compared to 5.1% in  w...'",anemia
80,3774808055,2023-02-14 15:26:41+00:00,b'@darratias la anemia',anemia
81,1252570259468541953,2023-02-14 15:26:36+00:00,"b""@vitoviola3 quando ero adolescente ero magra e pallida,i dottori mi dicevano di mangiare carne per scongiurare l'an... https://t.co/miw8du111s""",NIL
82,888792941317279744,2023-02-14 15:25:15+00:00,b'@sweetnnadine a mi me dieron los 6 primeros meses de las dialisis y los brazos me quedaban morado y para colmo a to... https://t.co/ozdeis0wa8',NIL
83,1150087447637684225,2023-02-14 15:24:16+00:00,b'i see myself pingsan bcs having anemia kurang makan kurang tidur batu ginjal all the worst just for the best ',anemia
84,2483034194,2023-02-14 15:23:36+00:00,"b'anaknya penyakitan kali buk, sering sakit2an ya....nyeseekk bangeett kok bisa seorang dokter spesialis ngomong hal... https://t.co/w6jacw6gvq'",NIL
85,785452787672846337,2023-02-14 15:23:11+00:00,b'rt @ngnchiikawa:  https://t.co/qo14zgxcly',NIL
86,785452787672846337,2023-02-14 15:22:29+00:00,b'rt @kao_popo: ... https://t.co/duuvlgqvi2',NIL
87,785452787672846337,2023-02-14 15:21:59+00:00,b'rt @kao_popo: ... https://t.co/yesm4fsyfg',NIL
88,1491087865194946561,2023-02-14 15:21:25+00:00,b'os sintomas da anemia cada vez maiores  deus ta doidinho pra me puxar logo ',anemia
89,1122166372535078912,2023-02-14 15:19:02+00:00,"b'me julgaram horrores por eu ta sempre cansada, querendo deitar, com sono, agora tudo faz sentido, anemia e baixa de... https://t.co/yinda3gif3'",anemia
90,1267517253181898753,2023-02-14 15:15:52+00:00,b'martes con m de me cago en la anemia',anemia
91,958470041497817088,2023-02-14 15:15:44+00:00,b'nada mas tengo el titulo pero heyy al menos ya descubri que lo que tenia no era depresion sino anemia  https://t.co/53y3ufmlk6',anemia
92,1453108242159124480,2023-02-14 15:14:28+00:00,"b'@witoldstoch @warszawa pozniej ci sami beda sie dziwic, gdy anemia i podobne choroby wystrzela w gore. jak to? my p... https://t.co/qduimhcur8'",anemia
93,1572993782433386497,2023-02-14 15:14:06+00:00,b'nao preciso de nada disso pra ficar assim pois tenho anemia e pressao baixa https://t.co/9juat6szqz',anemia
94,4574195919,2023-02-14 15:13:30+00:00,b'nem que a larissa estivesse morrendo de anemia ela comeria uma merda dessa vindo de mim https://t.co/xgiehyt8h1',anemia
95,1376304043748950018,2023-02-14 15:12:45+00:00,b'meu deus que saudades do anemia eu era muito fa https://t.co/u7dh6yetj7',anemia
96,424323204,2023-02-14 15:10:50+00:00,"b'you know , some times problem solved it self by another problem\nwhen sickle cell anemia patient is on penicillin an... https://t.co/koz3ded7cb'",anemia
97,1432836214604894211,2023-02-14 15:10:44+00:00,b'me va a dar anemia de tanto esperar mi desayuno sorpresa',anemia
98,1524369126550294529,2023-02-14 15:10:03+00:00,b'rt @maria_hoshino_: 2/23aim tradition\n\n/ ()\n/()\n/honeyworks\n()\n/=me\n()\n...',NIL
99,1402004774673858564,2023-02-14 15:09:39+00:00,b'mamae desconfiada que to com anemia de novo ',anemia
100,1562434141014335488,2023-02-14 15:07:44+00:00,b'@brownjhm basophilic stippling (collection of granules made of rna that are seen in erythrocytes. can develop in se... https://t.co/ivpafjxxo5',NIL
101,2301844336,2023-02-14 15:07:07+00:00,"b'@thebb69143357 @brainpickings thank you, anemia. you, too. '",anemia
102,908104055888732160,2023-02-14 15:06:42+00:00,b'@staymab @erdaavii @michote91 @madmark_fox pues espero que te odies a ti mismo un monton por estar enfermo de anemia ',anemia
103,166425397,2023-02-14 15:05:30+00:00,"b'@ponchogutz anemia?\nmas bien obesidad morbida, no les gusta moverse, no les gusta salir a las calles, no les gusta... https://t.co/iqzbh70zcw'",anemia
104,1429477020862349315,2023-02-14 15:04:18+00:00,"b'that breaks my heart to know that her bfs lab result indicates kidney failure, he needs hemodialysis or kidney tra... https://t.co/csekncubu0'",NIL
105,1021574203286401024,2023-02-14 15:03:24+00:00,"b'no me podes hacer yo tengo anemia, se me baja la presion https://t.co/gjyxiuawkd'",anemia
106,1213884201532981248,2023-02-14 15:03:10+00:00,b'@szk_0730_  w',NIL
107,38133609,2023-02-14 15:02:55+00:00,b'rt @adrianmercadomd: large thrombus burden intermediate high risk pe 81 yo patient with chronic anemia. minimal blood loss with #inari #flo...',anemia
108,1480509737112326148,2023-02-14 15:02:13+00:00,b'@soyconchaentro @erdaavii @michote91 @madmark_fox pues tener anemia no esta bien y tendrian que darse cuenta que es... https://t.co/aqu9hvcxa2',anemia
109,1342160275114323969,2023-02-14 15:00:33+00:00,b' https://t.co/wpnsotooiq',NIL
110,1333287638577475584,2023-02-14 15:00:24+00:00,b'lead poisoning\n(plumbism/saturnism)\naabbccddef\nanemia(microscytic hypochromic)\namenorrhea\nbasophilic stippling \nbur... https://t.co/3ryb6hhnis',anemia
111,1471669270576828419,2023-02-14 15:00:23+00:00,b'a pura vitamina porq muero d la anemia',anemia
112,1596061278,2023-02-14 14:58:04+00:00,b'@thvuoo iya mau anemia..',anemia
113,2730470197,2023-02-14 14:57:44+00:00,"b'rt @minproduccion: #unidadpazydesarrollo | en el marco del plan #conpuncheproductivo, el ministerio de la produccion amplio la vigencia del...'",NIL
114,1531380582562791425,2023-02-14 14:57:12+00:00,b'@444cafe me i have anemia',anemia
115,1213884201532981248,2023-02-14 14:55:32+00:00,b'@szk_0730_ ! 2',NIL
116,1480509737112326148,2023-02-14 14:54:38+00:00,"b'@soyconchaentro @erdaavii @michote91 @madmark_fox paula, tengo anemia y odio mi cuerpo, que soy?'",anemia
117,1622903434549813250,2023-02-14 14:51:44+00:00,"b'rt @wcdodisha: #empowering the future,1 adolescent at a time! observing the positive impact of #advika sessions in various districts of odi...'",NIL
118,1518588537851060227,2023-02-14 14:51:41+00:00,b'standard treatments can lower the blood cell count and cause anemia or thrombocytopenia. managing spleen size and s... https://t.co/gcebpe8vov',anemia
119,1518588537851060227,2023-02-14 14:51:40+00:00,"b""when treating a condition, it may seem as easy as 'find the right treatment and administer the right dose' - but wi... https://t.co/u6wwcfyi21""",NIL
120,257060076,2023-02-14 14:50:34+00:00,"b'rt @diabconciencia: 5 embarazo: los niveles pueden reducirse en el segundo trimestre de embarazo, y aumentar ligeramente en el tercero....'",NIL
121,1213884201532981248,2023-02-14 14:50:17+00:00,b'@szk_0730_  \n20 ',NIL
122,1582154973621628929,2023-02-14 14:49:38+00:00,"b'@runawaycl0ck tranqui la anemia puede ser por muchas cosas no solo por no comer o comer poquito, intentanctuar con eso peor piolita  suerte'",anemia
123,1480509737112326148,2023-02-14 14:49:21+00:00,"b'@soyconchaentro @erdaavii @michote91 @madmark_fox que suerte la verdad, es que tengo anemia y tenia miedo que me agarre cancer de pulmon.'",anemia
124,1295910882590044160,2023-02-14 14:49:20+00:00,b'my anemia got worse???',anemia
125,765243822938914817,2023-02-14 14:48:47+00:00,"b'@doggo1doggo @dontatmebud @duttatron @franalicee yep, anecdotes. i can say, i listen to others w/anemia &amp; they say... https://t.co/onfd48shd8'",anemia
126,992524285817360385,2023-02-14 14:48:41+00:00,b'acho q estou com anemia ',anemia
127,892357706333421569,2023-02-14 14:48:36+00:00,b'rt @unwfp_india: a social behavior change communications campaign that will span 100 villages in #kerala kicked off at kalpetta by district...',NIL
128,1542546985919848448,2023-02-14 14:46:47+00:00,b'rt @pmbjppmbi: national deworming day is a public health campaign observed every year on 10th february. the aim of observing this day is to...',NIL
129,1224148293137174529,2023-02-14 14:45:56+00:00,b'vou ter q comprar vitamina pro meu cabelo parar de cair\n\nanemia ou estresse? so deus sabe',anemia
130,805173915404402688,2023-02-14 14:45:06+00:00,"b'@vitorhmota descobri isso essa semana. nada de anemia, apenas tristeza e desanimo.'",anemia
131,1213884201532981248,2023-02-14 14:44:05+00:00,b'@szk_0730_ wwww',NIL
132,1298107452244856834,2023-02-14 14:43:41+00:00,b'otra vez dormi como 20 horas creo q tengo anemia ',anemia
133,808489647718486018,2023-02-14 14:42:47+00:00,b'@ayeeenrriquez se le llama anemia ahora ? ',anemia
134,1213884201532981248,2023-02-14 14:40:45+00:00,b'@szk_0730_ \nwww',NIL
135,1272095351202353152,2023-02-14 14:40:38+00:00,b'it is used to treat iron deficiency anemia. iron protein succinylate may also be used for purposes not listed in th... https://t.co/1zyrkbtpqq',anemia
136,285228454,2023-02-14 14:40:10+00:00,"b'sin comer, sin dormir, triste, llorando en el trabajo, con asco, con ganas de vomitar, llorar en cada sesion del ps... https://t.co/2oiurkiaz4'",NIL
137,1623799157554089985,2023-02-14 14:39:02+00:00,b'me acaba de llamar la doctora para felicitarme por mi analitica; finalmente no era anemia. yo automaticamente: #kfc https://t.co/q21h7vielq',anemia
138,349685001,2023-02-14 14:38:58+00:00,b'@ayeeenrriquez anemia? ',anemia
139,1213884201532981248,2023-02-14 14:38:21+00:00,b'@szk_0730_  !!!!!!\n ',NIL
140,1386752167244091393,2023-02-14 14:36:09+00:00,"b'ainda bem q o remedio q eu tomo p minha anemia nao engorda, so vou voltar cm meu corpinho'",anemia
141,867592432225046528,2023-02-14 14:35:39+00:00,"b'@leviatathi vou te mandar a dieta, depois de uns 3 meses se vai estar sem anemia e estourando de gostosa'",anemia
142,1516949398764371970,2023-02-14 14:35:17+00:00,b'@1dnafflow a anemia',anemia
143,1213884201532981248,2023-02-14 14:35:09+00:00,b'@szk_0730_  w\n ............',NIL
144,1245350556014649345,2023-02-14 14:34:37+00:00,"b'@veja @radaronline sera..da caatinga agreste! temo pelo xuxu, companheiro,de o ocasiao.. e de rapida desidratacao..... https://t.co/sfynkxbfws'",NIL
145,69316324,2023-02-14 14:33:33+00:00,"b'@nlvivis pode ser depressao, anemia, hipotireoidismo, dentre outros...tudo vai depender dos seus exames mesmo. eu est... https://t.co/urjrftpbcr'",anemia
146,3635372488,2023-02-14 14:33:08+00:00,"b'inhumano el calor que hace, el dolor de utero que tengo, la espalda a la miseria, la cabeza que me estalla, la anem... https://t.co/hqnfqlyycu'",NIL
147,380518120,2023-02-14 14:32:34+00:00,"b'rt @asiloyprotector: algunas celulas se habian esparcido rapidamente y era necesaria una operacion urgente, aunque debido a la anemia debia...'",anemia
148,481572440,2023-02-14 14:31:51+00:00,b'@dr__guess @jimjohnsonsci @shilpasunil_rao @neilflochmd avoiding neutropenia is of high importance here monocyt... https://t.co/xrttgi0kqp',NIL
149,370582291,2023-02-14 14:29:08+00:00,"b'hasil pemeriksaan penunjang:\n- hematologi : nilai wbc tinggi (infeksi), nilai komponen rbc rendah (anemia), nilai t... https://t.co/zxr8me64iu'",anemia
150,1550293394357985282,2023-02-14 14:28:12+00:00,"b'@wineandwhines im sorry. i had to do this for my cousin and it just feels insane. i put in a fluffy blanket, soft... https://t.co/zdhmincle9'",flu
151,254526727,2023-02-14 14:27:39+00:00,b'@euribem @rapica3 no sabia. yo quede con dolores auriculares. pero bue puede ser la edad aunque dio justo.\nen anali... https://t.co/9y4pg8tlii',NIL
152,1087671823494463488,2023-02-14 14:27:08+00:00,"b'algunas celulas se habian esparcido rapidamente y era necesaria una operacion urgente, aunque debido a la anemia de... https://t.co/ybfazwhnbs'",anemia
153,1087671823494463488,2023-02-14 14:27:07+00:00,"b'milagro del santo crucifijo \njose zamudio dorado, de 86 anos, natural de algamitas y afincado en figueras (gerona),... https://t.co/vwgfo7tjkq'",NIL
154,1213884201532981248,2023-02-14 14:26:47+00:00,b'@szk_0730_ www',NIL
155,1213884201532981248,2023-02-14 14:24:52+00:00,b'@szk_0730_ 2',NIL
156,1337237735665512450,2023-02-14 14:23:36+00:00,b'so espero que eu nao pare no hospital de novo por causa de anemia',anemia
157,915602030,2023-02-14 14:23:12+00:00,b'@nicolebounxe @pcroftl4 @tombraider anemia of the tomb raider',anemia
158,3876868361,2023-02-14 14:22:50+00:00,"b'     ,          #himachalnews #shimla #news... https://t.co/zkrgl0snku'",NIL
159,1387520148907741191,2023-02-14 14:19:28+00:00,"b'valentina @ct4adream ""not having health insurance affects my mental and physical health. i have anemia, which cause... https://t.co/mdw4fwal6m'",anemia
160,3394778175,2023-02-14 14:19:19+00:00,"b'nao e possivel que isso seja so cansaco e sono po, no minimo tem uma anemia por tras'",anemia
161,1486732935185059849,2023-02-14 14:19:06+00:00,b'o delicia acho q to com anemia kkkkk',anemia
162,1660895059,2023-02-14 14:18:08+00:00,b'@callaquenoveoyt creo que tendrias que apuntar a algo para el estres y no un champu\n\nyo tengo anemia (se dio cuenta... https://t.co/lmaivymnw6',anemia
163,234093369,2023-02-14 14:17:42+00:00,b'me preocupa mucho que alvaro zamora tenga anemia',anemia
164,45356275,2023-02-14 14:17:24+00:00,b'pcmc :   650  \nhttps://t.co/pox3mx12zi',NIL
165,1411322960414232579,2023-02-14 14:16:32+00:00,"b'@carlosmaslaton el nino muriendo de anemia en el chaco: hurra, vecimos al neo liberalismo *tose y escupe la mierda que comio en la manana *'",anemia
166,4453355775,2023-02-14 14:16:30+00:00,"b'@martaaagz lo mio esq no es anemia, pero tmpoco habia visto nunca pastillas solubles, q t mejoressss'",anemia
167,3535137442,2023-02-14 14:16:27+00:00,"b""@drdjbarbarella people do not believe in wearing masks here, and my husband's boss sent it home with him. i have cr... https://t.co/i7qeebnkrv""",NIL
168,1608843940152676352,2023-02-14 14:14:51+00:00,b'to com anemia',anemia
169,1213884201532981248,2023-02-14 14:13:20+00:00,b'!!',NIL
170,1529149459732512770,2023-02-14 14:10:27+00:00,"b'@jongseongpou tienes razon, igual me pregunto si no tendra anemia d tanta sangre q pierde'",anemia
171,285739107,2023-02-14 14:09:42+00:00,"b'necesita una acogida urgente  en granada !!el veterinario ha leido las analiticas y esta muy mal , necesita transf... https://t.co/kmgmofwfyv'",NIL
172,1213884201532981248,2023-02-14 14:07:54+00:00,b'!!!!!',NIL
173,1214585212648263685,2023-02-14 14:05:11+00:00,b'eu odeio colica pilula anticoncepcional hormonio anemia',anemia
174,47828913,2023-02-14 14:04:44+00:00,"b'anemia kalo kambuh kuar biasa, ini kayaknya hb cuma  8 tapi kok males ke rs, males transfusi, bosen'",anemia
175,1135894044842831872,2023-02-14 14:04:21+00:00,b'@soygerardcortez emm ambas cosas son malas... te lo dice alguien que es muy delgada y siempre ando con anemia. \n\nel... https://t.co/zpxclt0qdj',anemia
176,1147459548506030081,2023-02-14 14:03:48+00:00,b'rt @drfujiyamand: autoimmune diseases associated with type 1 diabetes:\nhashimotos thyroiditis\nceliac disease\nautoimmune gastritis\ngrav...',NIL
177,1094666748803059712,2023-02-14 14:02:34+00:00,"b'5 embarazo: los niveles pueden reducirse en el segundo trimestre de embarazo, y aumentar ligeramente en el tercer... https://t.co/emqcckuf6h'",NIL
178,1576250870324420608,2023-02-14 14:01:52+00:00,b'morre anemia',anemia
179,999073224834015235,2023-02-14 14:00:05+00:00,"b'@ogdukeneurosurg is this prorotic hyperostosis of the vertebral column from anemias, including magaloblastic anemia... https://t.co/t8rdc8kxbz'",anemia
