,Unnamed: 0,id,Time,Tweet
17,17,1.21085E+18,2023-02-11 14:36:00+00:00,"b'typical food poisoning symptoms are fever, headache, nausea, vomiting, abdominal pain and diarrhea.\n\nread more ... https://t.co/8yvjxlgbeo'"
18,18,139020039,2023-02-11 13:13:27+00:00,"b'and now im having episodes of body pain, slight fever, sore throat, nausea, and vomiting  yaw q na. si b... https://t.co/yivpzl90np'"
19,19,171610252,2023-02-11 09:26:53+00:00,b'@ionamckay i had covid last august stuffy/burning nose  loss of taste &amp; smell fever dizzinesss nausea loss of app... https://t.co/9jzvw98li0'
20,20,8.2534E+17,2023-02-11 09:14:02+00:00,"b""woke up with high fever and nausea and i just puked if y'all don't see me tweet on here its cause im fighting for my life"""
21,21,1479442159,2023-02-11 07:25:16+00:00,"b'most common side effect seen during  mountaineer trial were diarrhea, fatigue, rash, nausea, fever&amp;reactions to tra... https://t.co/2t87a3tego'"
22,22,1.42337E+18,2023-02-11 06:29:00+00:00,"b'@fiinnthehumaan i experience full body tremors, high fevers, migraines, fatigue, nausea, vomiting, cold sweats, dry... https://t.co/g2n9uk6zik'"
23,23,1.58624E+18,2023-02-11 06:23:16+00:00,"b'-fever:\n\nthe pain, the nausea and vomiting can result into fever and its accompanied by headaches and delirium.\n\ny... https://t.co/febhfyvyoe'"
24,24,1.47702E+18,2023-02-11 04:31:28+00:00,"b'-fever:\n\nthe pain, the nausea and vomiting can result into fever and its accompanied by headaches and delirium.\n\ny... https://t.co/7p2ylb4y6h'"
25,25,304148225,2023-02-10 23:50:29+00:00,b'high fever &amp; nausea '
26,26,1.45647E+18,2023-02-10 22:00:12+00:00,"b'i got chills, nausea, and a fever wtf. nah after taking cough medicine everything got worse. close to crashing too... https://t.co/johmqp2gvc'"
27,27,1.48759E+18,2023-02-10 16:59:50+00:00,"b'woke up feeling like unknown garbage. c19 test negative, no fever, just mucus and nausea and malaise. \nhad to cance... https://t.co/9icsq6dkyb'"
28,28,9.21197E+17,2023-02-10 14:43:05+00:00,"b'woolworths - nambour, queensland - suspected food poisoning. symptoms: diarrhea, nausea, vomiting, fever, stomach p... https://t.co/uswyvvpajt'"
29,29,1390056121,2023-02-10 11:17:19+00:00,b'fast forward today my child fever is high &amp; it got nothing to do with this nausea vomiting'
30,30,1390056121,2023-02-10 11:16:27+00:00,b'sophie started her fever on wednesday &amp; the urgent care dr prescribed is a nausea medication'
31,31,1.25576E+18,2023-02-10 10:51:41+00:00,b'symptoms of appendicitis\nloss of appetite\nflatulence\nnausea vomiting\nfever\nmore information please  visit us:... https://t.co/wksniudxwz'
32,32,78914170,2023-02-10 01:22:55+00:00,b'the most commonly searched conditions were \n\ndiabetes\nchest pain\nfever\nheadache\nnausea\nhigh blood pressure (hyperte... https://t.co/cncho7mda7'
33,33,9.25078E+17,2023-02-10 01:15:13+00:00,b'2 am the nausea is up my throat again bro theres no way this isnt a fever bc my limbs are in painnn and my body temperature is so weird'
34,34,8.21558E+17,2023-02-09 23:45:16+00:00,"b'@gatewaypundit avian flu symptoms in humans range from fever, cough, sore throat and muscle aches to nausea, abdomi... https://t.co/dzz19ac2zo'"
35,35,19778050,2023-02-09 22:40:00+00:00,"b'people can suffer from vomiting, diarrhea, nausea, and stomach pain. some may also develop fever, headache, and bod... https://t.co/waituyt0ft'"
36,36,258784821,2023-02-09 22:40:00+00:00,"b'people can suffer from vomiting, diarrhea, nausea, and stomach pain. some may also develop fever, headache, and bod... https://t.co/171kzlufvq'"
37,37,1.24146E+18,2023-02-09 22:28:30+00:00,"b'@rubycrabtree you do need to get back in touch with them..  pain fever, chills, pressure, swelling, redness and hea... https://t.co/l3jzuhmmjw'"
38,38,28895742,2023-02-09 21:20:24+00:00,"b'what the fuck sort of illness randomly shows up after taking an afternoon nap and gives me nausea, fever, a headach... https://t.co/pldxl5fgfk'"
39,39,1.538E+18,2023-02-09 20:38:03+00:00,b'its not the fever but the nausea that makes this whole thing worse... https://t.co/xgxbsjmowj'
40,40,383140300,2023-02-09 17:50:03+00:00,"b'physical health:\nfever, joints and muscle pain, nausea, fatigue, cold\ncure:\nkr$na'"
41,41,9.66464E+17,2023-02-09 17:39:33+00:00,"b'i am sickening (chills, fever, nausea, headaches) https://t.co/vpj8ulk91u'"
42,42,1.54772E+18,2023-02-09 14:04:18+00:00,b'seem to have a fever today.\n\nno nausea at least but the sweating and shaking is pretty bad. throat is improving'
43,43,1.52171E+18,2023-02-09 10:57:42+00:00,b'diarrhea diagnosis and treatment.\n\nsymptoms:\n\nabdominal pain\nfever\nnausea\nvomiting\n\nbook an appointment today... https://t.co/eujsavuyc8'
44,44,2463500425,2023-02-09 10:29:13+00:00,"b'#kidneystones associated symptoms include: nausea, vomiting, fever, blood in the urine, pus in the urine, and painful urination.'"
45,45,402105206,2023-02-09 08:33:34+00:00,"b' body aches, fever, cough, nausea, phlegm and shivers. '"
46,46,2885668589,2023-02-09 04:52:35+00:00,"b'@xclarisuh yup its a virus going around  throwing up,diarrhea,nausea??? possible fever??'"
47,47,1644006348,2023-02-09 03:51:14+00:00,"b'@frederickleath5 @healthbyjames i did not get "" the shots."" tested positive sept 1, 2022. only 3 symptoms: fever, n... https://t.co/fsq31wqain'"
48,48,1.5677E+18,2023-02-09 01:27:30+00:00,b'early symptoms of hiv can include:\n-fever\n-chills\n-swollen lymph nodes\n-general aches and pains\n-skin rash\n-sore th... https://t.co/6gn1i6sryu'
49,49,1.55665E+18,2023-02-08 23:06:46+00:00,b'just got done and am wait for medic transport to take me back home. already feeling the chemo fever and nausea. whi... https://t.co/ihbl828mqe'
50,50,2682726528,2023-02-08 19:24:04+00:00,"b""@steviewildcard there's a 2 day bug going around my house. sore throat, fever, and nausea. i'm sure i'm next """
51,51,3431854829,2023-02-08 19:00:59+00:00,b'the initial symptoms of low to moderate carbon monoxide (co) poisoning are similar to the flu but without the fever... https://t.co/k2ihw39f9g'
52,52,9.32842E+17,2023-02-08 18:25:43+00:00,"b'im so confuse w/ my body. i been feeling sick on &amp; off since the weekend. but no running fevers, just body aches,... https://t.co/ewvqh7lmto'"
53,53,1.51628E+18,2023-02-08 17:25:28+00:00,b'rt @jithinmarottik: @starhealthins @irdaindia generic back ache considered as pre existing n claims denied. tmrw any symptoms like fever an...'
54,54,1.384E+18,2023-02-08 15:49:55+00:00,"b'-fever:\n\nthe pain, the nausea and vomiting can result into fever and its accompanied by headaches and delirium.\n\ny... https://t.co/yinqhn7o0m'"
55,55,7.70679E+17,2023-02-08 15:35:22+00:00,"b'@nkaty2012 @mateboho_ml nna my withdrawal symptoms are intense.\nnausea, fever, dizziness '"
56,56,1.45717E+18,2023-02-08 15:30:37+00:00,"b'a bit more about the virus:\n\nsymptoms included fever, headache, jaundice (yellowing of skin &amp; eyes), muscle pain, n... https://t.co/y45fmd6r3y'"
57,57,1.50159E+18,2023-02-08 14:53:22+00:00,"b'symptoms can include stomach cramps, bloating, nausea, and fever. \n\ntreatment options include drinking plenty of fl... https://t.co/madojub48w'"
58,58,1.04243E+18,2023-02-08 09:52:58+00:00,"b'a patient is accompanied by his friend to the clinic on account of headache, ""fever"" &amp; nausea. he is seen by the dr... https://t.co/c8axokxr17'"
59,59,1.50551E+18,2023-02-08 07:30:20+00:00,b'@partohthegreat persistent headache\nfevers\nchills\njoint pains \ngbw\nnausea \netc'
60,60,1.59374E+18,2023-02-08 05:01:14+00:00,"b'@piper4missouri a friend of mine over 65 recently experienced extreme nausea, dizziness, &amp; fever. after hours sitti... https://t.co/26lz3l7ryb'"
61,61,9.17739E+17,2023-02-08 04:58:58+00:00,"b'pergi kerja feeling feverish, having dysmenorrhoea and nausea. took painkiller, relieved a bit and for awhile, want... https://t.co/psjpzg4d6a'"
62,62,750763772,2023-02-08 00:50:37+00:00,"b'@abc products distributed in conn., dc, maryland, mass., nj, ny, nc, penn., sc., va.\n\nsymptoms:  high fever, severe... https://t.co/1ejiueilse'"
63,63,1.58253E+18,2023-02-07 23:10:56+00:00,"b'@jfrechmann @tonysandersu46 @awake_il the child is obviously ill to the point of having a fever and nausea, why wou... https://t.co/vgkobfyzym'"
64,64,1.58614E+18,2023-02-07 21:39:30+00:00,"b'@healthbyjames had it in oct of 21 while in st lucia. quarantined at the resort 10 days, felt like death w/fever,... https://t.co/b2geoixjdn'"
65,65,9.128E+17,2023-02-07 19:40:41+00:00,b'nausea\n\nvomiting\n\ndiarrhea\n\nstomach cramps\n\nheadache\n\nfever\n\nbody aches https://t.co/9ow6nhvvwb'
66,66,4229115557,2023-02-14 17:38:14+00:00,b'and the feverish4 anxiety incident to betting other 56 toefl110+ ielts7.5+  gre305+  gmat780+  sat1565+  act35+... https://t.co/4aff9mtsa9'
67,67,134642268,2023-02-14 16:47:02+00:00,b'@ricchfever @theejoeyy yall dont understand this is dangerous because your reckless drive causes people to have a... https://t.co/dfydpb9lxt'
68,68,1.50542E+18,2023-02-14 18:16:35+00:00,"b'pour me water, holy water quench this fever'"
69,69,1.57434E+18,2023-02-14 18:16:26+00:00,b'@phillycrimeupd wait til jungle fever hits this summer.....its going to be a record breaking year of trash shooting trash!'
70,70,1.16681E+18,2023-02-14 18:15:37+00:00,"b""had a funny thought while listening to a song \n\nbeau &amp; valentine at a disco dancing to 'night fever' by adam garci... https://t.co/xnzrm3xogl"""
71,71,3094635489,2023-02-14 18:15:17+00:00,b'when iiiiiiiiiii was a child......i had a fever......\n\nmy hands felt just like...two big ballooooons...... https://t.co/xgjzpp4h28'
72,72,1.59731E+18,2023-02-14 18:15:10+00:00,"b""usually i would be angry with all the sh t takes on this app but last time i checked i had 39.8 in fever so i'm jus... https://t.co/jrc97ytfbk"""
73,73,79975924,2023-02-14 18:14:50+00:00,"b'rt @primary_immune: patient 1 : 9 year-old boy: from infancy -&gt; oral lesions, recurrent fever, diarrhea, vomiting, atopic dermatitis...\npa...'"
74,74,1.38856E+18,2023-02-14 18:14:38+00:00,b'the truth is out there: ufo fever grips congress - politico https://t.co/5voap5kd9z'
75,75,79975924,2023-02-14 18:14:26+00:00,"b'patient 1 : 9 year-old boy: from infancy -&gt; oral lesions, recurrent fever, diarrhea, vomiting, atopic dermatitis..... https://t.co/6afehj42lh'"
76,76,1.44509E+18,2023-02-14 18:13:23+00:00,"b""spent valentine's day with a huge fever and headaches, fun!"""
77,77,9.14209E+17,2023-02-14 18:13:16+00:00,"b""i burn!\ncan't hold me now\nyou got nothing that can stop me\ni burn!\nswing all you want\nlike a fever, i will take you down"""
78,78,1.48057E+18,2023-02-14 18:13:13+00:00,b'rt @peeliwg: @goldsbie had a condo property manager who had no sick days. he developed a persistent fever over 2 wks yet had no choice but...'
79,79,31924521,2023-02-14 18:13:13+00:00,"b'thank you, lee mergner, for this marvelous wbgo interview about my new cd ""fever: a peggy lee celebration!"" ""https://t.co/hif453a3nb'"
80,80,1.57779E+18,2023-02-14 18:13:09+00:00,"b'this is what i warned about ""hemorhagic fever"" (similar to ebola)\n\nthey are talking about it now .... stock up on c... https://t.co/q3odsn2jvi'"
81,81,1.48664E+18,2023-02-14 18:12:58+00:00,b'i am feeling kaafi sick rn:)))) this fever is killing me'
82,82,1.43873E+18,2023-02-14 18:12:47+00:00,b'@_yunkicafe mine fever'
83,83,1.29943E+18,2023-02-14 18:11:48+00:00,"b'rt @catiezee: ""illness was the cause of the sharp rises in absences before christmas, as strep a...scarlet fever...as well as covid...empti...'"
84,84,1.03162E+18,2023-02-14 18:11:48+00:00,b'all my nephews and nieces give me baby fever'
85,85,61232229,2023-02-14 18:11:43+00:00,"b'@crystalbunni i caught baby fever soooooo bad, yesterday!!!'"
86,86,318901961,2023-02-14 18:11:09+00:00,b'this fever nd being at school got me fuuuuucked up rn'
87,87,1.61565E+18,2023-02-14 18:10:50+00:00,b'today has by far been one of the toughest days as a single mother. ive been running a fever most of the day and st... https://t.co/mdhpgug4gz'
88,88,82673602,2023-02-14 18:10:48+00:00,b'@blake_allen13 @billscher eh i dont think someone ever loses presidential fever once they catch it. but the path f... https://t.co/5ensb1w91t'
89,89,1320293023,2023-02-14 18:10:43+00:00,"b'limits,in demarest, certified, self-willingness fever intimidation\n?\n\n\nax\nax\nax'"
90,90,1.07494E+18,2023-02-14 18:10:25+00:00,b'still think this is a fever dream https://t.co/scnhax0cx5'
91,91,1922822563,2023-02-14 18:09:59+00:00,"b'fever, inevitable. scanner. disappointment house. react\n?\n\n\nh80\nh80\nh80'"
92,92,852657061,2023-02-14 18:09:41+00:00,"b'hi fever,i can feel you coming,i can feel you.'"
93,93,29038143,2023-02-14 18:09:26+00:00,b'@throatmealrulez how high is the fever..? '
94,94,64096507,2023-02-14 18:09:24+00:00,b'i am panicking!!!!!!! this has to be a fever dream. https://t.co/o5weoefv73'
95,95,1.50039E+18,2023-02-14 18:09:08+00:00,"b'nnewi, what is this?\n\nnnewi is still standing for peter obi \n\nnnewi added more heat untop of ladipo fever ... https://t.co/iycdqylf2z'"
96,96,1.40881E+18,2023-02-14 18:08:59+00:00,b'how to sleep with a fever'
97,97,1.26473E+18,2023-02-14 18:08:50+00:00,"b'- people, with sunset suffering an endless fever.\n\ncan she reverse the spell, even being affected by it herself?'"
98,98,160364401,2023-02-14 18:08:19+00:00,b'i thought allergies but now my body hurt and i confirmed a fever. hopefully not the flu again . nap time '
99,99,1.40976E+18,2023-02-14 18:07:55+00:00,b'craw fever gna knock me out in this car'
100,100,1.61607E+18,2023-02-14 18:07:53+00:00,b'@hrtchangbin a what?? this is a fever dream icb.'
101,101,3230668306,2023-02-14 18:07:19+00:00,b'@voadeewa what a failed state.75 years or so of corruption n religious fever has destroyed a nation that had all.st... https://t.co/rawre1sbmt'
102,102,1.23447E+18,2023-02-14 18:07:17+00:00,b'its cup fever at woodlands tonight as our j team from div 4 take on our i team from div 3 #cupmagic #giantkilling'
103,103,1217589338,2023-02-14 18:06:57+00:00,b'gap fever  https://t.co/m6bjeeawof'
104,104,3499202774,2023-02-14 18:06:49+00:00,b'literally a fever dream i cannot believe this'
105,105,610014172,2023-02-14 18:06:48+00:00,b'why @karachikingsary still in fever of @iamamirofficial?\n@salman_ary please move on sir g. main bowler failed to ge... https://t.co/s93rcknztz'
106,106,1.57558E+18,2023-02-14 18:06:30+00:00,"b'for everyone now in a fever over digital id, understand that that ship sailed no later than 2016. \nsoylent green -... https://t.co/vukupykbaz'"
107,107,1.52638E+18,2023-02-14 18:06:09+00:00,"b'@midknight077 some kinda coughing spell xd mostly when i try to talk no fever or anything though, and covid(-) lol'"
108,108,3032577950,2023-02-14 18:06:01+00:00,b'#nowplaying to the top (feat. dvi) by psychic fever from exile tribe on j-pop powerplay https://t.co/ffyreth9jt... https://t.co/txrbtftiob'
109,109,9.55204E+17,2023-02-14 18:05:55+00:00,b'im mad cause why tf i woke up with a fever '
110,110,781021410,2023-02-14 18:05:17+00:00,b'checking in.\n\ni can definitely tell im improving (just not fast enough lol). the fever for the most part is gone.... https://t.co/ld5rgivla1'
111,111,9.14534E+17,2023-02-14 18:05:07+00:00,b'@jim_jordan another day another right-wing fever dream fueled diatribe. #gymnasiumjordanisanidiot'
112,112,1.43264E+18,2023-02-14 18:04:56+00:00,b'fever strikes '
113,113,1.60463E+18,2023-02-14 18:04:14+00:00,b'rt @chaeinloop: cabin fever concept trailer # cut. https://t.co/2czosnacbs'
114,114,1.29292E+18,2023-02-14 18:03:51+00:00,b'did you catch the fever flying toward the moon?\nsailing in space to a distant shore\nyou kind of wonder what they ca... https://t.co/hlhjrh4juv'
115,115,16113781,2023-02-14 18:03:47+00:00,b'@bluebell633 @warmonitors he has a severe copium fever'
116,116,23425512,2023-02-14 18:03:44+00:00,b'@puppygumdrop @pamelas01846949 ah yes i love fever ray ..and this song too ..thank you'
117,117,1.59742E+18,2023-02-14 18:03:42+00:00,"b'@qwz180 @tradsperger sick as hell nov 2019. dont know if it was covid, but 48 hours of fever, heavy sweats, chills... https://t.co/nsvfmj0sbk'"
118,118,1.61796E+18,2023-02-14 18:03:15+00:00,"b""rt @beliftgallery: 'fever' official mv\n\n# @enhypen_members https://t.co/ydlnq3a9cd"""
119,119,79804962,2023-02-14 18:02:56+00:00,b'@guitar550 @riffmandale yeah cough and cold-like. i had a fever of 102 a few days ago but was negative so thought was just flu/similar'
120,120,1.52214E+18,2023-02-14 18:02:08+00:00,b'@joncoopertweets liberal fever dream....\n\nyou leftist fruitcakes are a strange bunch. '
121,121,1.37543E+18,2023-02-14 18:02:05+00:00,"b""rt @nup_de: @norbertmao @melindagates disgraceful that min of justice mao is in valentine's fever tagging @melindagates as our nation conti..."""
122,122,1.02123E+18,2023-02-14 18:01:54+00:00,b'@rmmkjk waking up today was a fever dream and also the best valentines day ever'
123,123,9.35251E+17,2023-02-14 18:01:48+00:00,"b""come to love fever mini artist mart saturday, february 18th, to support artists like alexia's stitch shop! they spe... https://t.co/5sza23gxlu"""
124,124,9.45012E+17,2023-02-14 18:01:45+00:00,b'get it back a new song off my upcoming album fever / sky will be out this thursday. hit the link to pre-save th... https://t.co/rslo29tlkp'
125,125,1.37543E+18,2023-02-14 18:01:43+00:00,"b""@norbertmao @melindagates disgraceful that min of justice mao is in valentine's fever tagging @melindagates as our... https://t.co/adglw4ucpm"""
126,126,125751192,2023-02-14 18:01:31+00:00,"b""today it's 'can't live without love' \n(a song inspired by the film 'tulip fever')\nfrom my album 'wars of nature'... https://t.co/2gvdb7daq6"""
127,127,172678111,2023-02-14 18:00:33+00:00,b'cant even believe #loveagainmovie trailer came out. feels like a fever dream but cant wait to see @priyankachopra... https://t.co/ou2w77gjlx'
128,128,1.04865E+18,2023-02-14 18:00:29+00:00,"b""i guess i can't travel anymore. went to visit some family who live 4 hours from me and i came back with a fever and... https://t.co/vxegkkm4tt"""
129,129,1.51181E+18,2023-02-14 18:00:12+00:00,b'boohoon\ni had a fever\nuntil i met you\nnow you make me cool'
130,130,16343974,2023-02-14 18:00:11+00:00,b' marburg virus disease is an often fatal illness which causes hemorrhagic fever in humans https://t.co/r3pqvlx11k'
131,131,1.50288E+18,2023-02-14 18:00:11+00:00,b'@goodgir17753533 cat scratch fever...'
132,132,2982587573,2023-02-14 18:00:01+00:00,"b'""men fall from the sky, the gods hurl thunderbolts, innocents die. that\'s how it starts, sir. the fever, the rage,... https://t.co/ljueg9twgb'"
133,133,110018836,2023-02-14 17:59:48+00:00,"b'@emeraldrobinson swamp fever.\nthey think the rest of the country is, and thinks, just like them.'"
134,134,1.59896E+18,2023-02-14 17:59:39+00:00,b'rt @naranjo_star: yessssss. my ass will always have bieber fever https://t.co/8ycfhpbbak'
135,135,1.3809E+18,2023-02-14 17:59:38+00:00,b'rt @babycatcalla: marburg virus (ebola) has been detected in  guinea. hemorrhagic fever.  mortality rate 90%'
136,136,1.43141E+18,2023-02-14 17:59:36+00:00,b'@tayeditsx like a fever-dream!'
137,137,143449899,2023-02-14 17:59:28+00:00,"b""@ujuanya keep living in that fever dream of white racism. it's unhealthy to want so badly to be oppressed."""
138,138,1.53076E+18,2023-02-14 17:58:49+00:00,b'gm! was on my way to a date and halfway there my son called from school sick with a fever. motherhood calls \nhappy... https://t.co/ao7dqfu5jl'
139,139,1.52952E+18,2023-02-14 17:58:40+00:00,b'what kind of flu do u have? asshat fever?'
140,140,8.28772E+17,2023-02-14 17:58:36+00:00,"b'rt @jnewsombot: but i took my fishing pole (fearing your fever),\ndown to the swimming hole, where there grows a bitter herb\nthat blooms but...'"
141,141,2301189630,2023-02-14 17:58:25+00:00,b'post movie fever is real'
142,142,323914933,2023-02-14 17:57:50+00:00,b'karlsson fever is sweeping the nation  https://t.co/uxhj68cvu8'
143,143,424567816,2023-02-14 17:57:26+00:00,"b""flee refine subtlety fever 'we,' carry,\n?\n\n\nvox2\nvox2\nvox2"""
144,144,1.39913E+18,2023-02-14 17:57:08+00:00,b'@tomseus omg yes like back rooms but weird and there were so many doors and bookshelves- that stream felt like a fever dream'
145,145,202952413,2023-02-14 17:57:01+00:00,"b'my baby fever is insane, i can cry '"
146,146,9.79985E+17,2023-02-14 17:56:31+00:00,b'now playing:  bee gees - night fever  listen live: https://t.co/819vb4p34b'
147,147,1.51245E+18,2023-02-14 17:56:28+00:00,"b""rt @thiswitchwrites: okay i'm still sick and maybe have a fever and so i tried writing from bed, fell down a research rabbit hole instead a..."""
148,148,2243920220,2023-02-14 17:55:37+00:00,b'the truth is out there: ufo fever grips congress - politico https://t.co/tibjrtkdwh'
149,149,7.92824E+17,2023-02-14 17:55:24+00:00,b'@devsprings i have a fever so im sorry this isnt as good as usual i destroyed my throat for this but heres this... https://t.co/ak3zmgx3zw'
150,150,2223561535,2023-02-14 17:54:46+00:00,b'd his wife after this. scarlet fever\nrag\n_discount_noon_code_namshi_coupon_sivvi_promo_non_s_\nto her.\n\nin vain her https://t.co/c5gmojt4jl'
151,151,237523057,2023-02-14 17:54:35+00:00,"b'im always playing cooking fever and virtual families, main reason for having a ipad lol.'"
152,152,9.13867E+17,2023-02-14 17:54:32+00:00,b'this movie is a damn fever dream https://t.co/mmeisxj5u7'
153,153,117283121,2023-02-14 17:54:30+00:00,b'@janelle_no_5 @kenda_fever damn so yall dont be lying about the wyd convos '
154,154,9.32672E+17,2023-02-14 17:53:56+00:00,"b""i'm feeling cold today , i hope i'm not coming down with fever , my sinusitis are inflamed . i'm craving mala mogodu """
155,155,7.75194E+17,2023-02-14 17:53:42+00:00,b'im so glad my ppls having babies cause my baby fever been at an all time high  ..'
156,156,1.56445E+18,2023-02-14 17:53:33+00:00,b'@atexan575 all i know is i got a fever and the only cure is more cowbell'
157,157,1.60616E+18,2023-02-14 17:53:16+00:00,b'my baby for queen fever  https://t.co/knurqg21f8'
158,158,7.70982E+17,2023-02-14 17:52:48+00:00,b'1. a new line is coming in left palm and hurting like hell.\n\n2. down with viral fever. \n\n'
159,159,256503351,2023-02-14 17:52:30+00:00,b'my own child giving me baby fever... she really is the cutest '
160,160,380624146,2023-02-14 17:51:01+00:00,b'@discog_pod @bfmvofficial scream aim fire\npoison\nfever'
161,161,1.51877E+18,2023-02-14 17:50:38+00:00,b'@duanerankin fever dream'
162,162,475120907,2023-02-14 17:50:37+00:00,b'my body took valentines fever literally'
163,163,1.34656E+18,2023-02-14 17:50:23+00:00,b'holograms - fever https://t.co/bhq5naodz0'
164,164,28889000,2023-02-14 17:50:17+00:00,b'@spelivia_fever its all making sense now whewww https://t.co/yuzpburqab'
165,165,1.06997E+18,2023-02-14 17:50:08+00:00,"b'@yukariussy no fever here, just headache'"
166,166,1.52549E+18,2023-02-14 17:50:08+00:00,b'i napped and woke up to agustd tour announcement........ this feels like a fever dream'
167,167,11763162,2023-02-14 17:49:54+00:00,b'rt @amylizbishop: so excited for everyones mind to be as blown as i was upon reading @kailayus yellow fever hustler!!! i remember saying...'
168,168,1.59535E+18,2023-02-14 17:49:36+00:00,"b""i'm burning up idk if its coz of metabolism getting high or fever"""
169,169,1.01206E+18,2023-02-14 17:49:33+00:00,b'it feels like a fever dream https://t.co/oce7ac1kqa'
170,170,1.35508E+18,2023-02-14 17:49:23+00:00,"b'i was suffering from a strange fever and cough for the past week, so was inactive in the fandom. now yesterday it g... https://t.co/ou7svr6ikb'"
171,171,1.12427E+18,2023-02-14 17:48:51+00:00,b'tell me this is a fever dream https://t.co/z28mfl4jmt'
172,172,1.55706E+18,2023-02-14 17:48:44+00:00,b'fever #elvis https://t.co/tbmobh59ew via @youtube'
173,173,1.18718E+18,2023-02-14 17:48:43+00:00,b'how this fever is making me feel  #poppunkmusic #guitar #posthardcore #guitarist #music #fever https://t.co/doroasp6pg'
174,174,43733072,2023-02-14 17:48:25+00:00,b'so excited for everyones mind to be as blown as i was upon reading @kailayus yellow fever hustler!!! i remember s... https://t.co/ddjasmhlf6'
175,175,106498014,2023-02-14 17:48:09+00:00,"b""practice streaming the title track by streaming fever mv now, we're so close to 100m \n(https://t.co/kwrtmtzlrw) https://t.co/vj5bn7qnpm"""
176,176,14827639,2023-02-14 17:48:09+00:00,"b""love or leave her, yellow fever\nsure, it's all in the game\nand who are you\njust another scurvy brother https://t.co/xpdobblzdj"""
177,177,1.50363E+18,2023-02-14 17:48:04+00:00,b'might not be able to watch the match today bc i have a fever  https://t.co/sqnoftb6ac'
178,178,363751567,2023-02-14 17:48:03+00:00,b'marburg virus (ebola) has been detected in  guinea. hemorrhagic fever.  mortality rate 90%'
179,179,1.36077E+18,2023-02-14 17:47:53+00:00,"b'rt @leblorstofgames: pre-order [amazon, $39.99, 03/09/23]: transport fever 2 - console edition (xsx)\n\n https://t.co/jpwadul9oo \n\n https:/...'"
180,180,1.4124E+18,2023-02-14 17:47:31+00:00,"b'pre-order [amazon, $39.99, 03/09/23]: transport fever 2 - console edition (xsx)\n\n https://t.co/jpwadul9oo \n\n... https://t.co/rcjtm8o1g1'"
181,181,18417822,2023-02-14 17:47:30+00:00,b'the last almost 3 hours have felt like a fever dream.'
182,182,1.39575E+18,2023-02-14 17:46:37+00:00,b'rt @bhargav0315: during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song sets and...'
